,SCs,Tc
1971,Ba0.86La0.14Fe2As2,22.7
1972,Nd1Fe1As0.4P0.6F0.1O0.9,22.6
1973,La1.934Ba0.066Cu1O4,22.6
1974,Bi2Sr1.3La0.7Cu1O6.422,22.6
1975,Ba1Fe1.125Ru0.875As2,22.5
1976,Nd1.847Ce0.153Cu1O4,22.5
1977,Y1Ba2Cu3.7Zn0.3O8,22.5
1978,Y1Ba2Cu2.94Zn0.06O6.68,22.5
1979,La1.85Sr0.15Cu0.982Ni0.018O4,22.5
1980,Nd1.85Th0.15Cu1O4,22.5
1981,La1.885Sr0.115Cu0.9975Zn0.0025O4,22.46
1982,La1.83Sr0.17Cu0.98Ni0.02O4,22.45
1983,Ba1Fe1.86Co0.14As2,22.4
1984,Ba0.88La0.12Fe2As2,22.4
1985,La1Fe1As0.75P0.25F0.05O0.95,22.38
1986,La1.85Sr0.15Cu0.9875Zn0.0125O4,22.3
1987,Sm1.857Ce0.143Cu1O4,22.3
1988,Ba0.5K0.5Fe1.9Cu0.1As2,22.29
1989,La1.914Sr0.086Cu1O4,22.25
1990,Ba1Fe1.848Rh0.152As2,22.2
1991,Ca1Fe0.92Rh0.08As1F1,22.2
1992,Nd1.85Ce0.15Cu1O3.95,22.1
1993,Nd1Fe0.8Ru0.2As1F0.11O0.89,22.1
1994,La0.87Sr0.13Fe1As1O1,22.06666667
1995,Ba0.511K0.489Fe1.772Co0.228As2,22
1996,La1.945Rb0.055Cu1O4,22
1997,Y0.57Pr0.43Ba2Cu3O7,22
1998,Pr0.65Sr0.35Fe1As0.8Sb0.2O1,22
1999,Ba1Fe1.75Co0.25As2,22
2000,Y1Ba2Cu2.64Co0.36O7.03,22
2001,La1.82Sr0.18Cu1O3.967,22
2002,Ca1La1Ba1Cu2.76Fe0.24O7,22
2003,Y1Ba2Cu2.79Co0.21O7,22
2004,Y1Ba2Cu2.7Co0.3O6.88,22
2005,Sr0.2La1.8Cu0.99Cr0.01O4,22
2006,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6,22
2007,Pr0.6Sr0.4Fe1As0.9Sb0.1O1,22
2008,Ru0.9Ir0.1Sr2Gd1Cu2O8,22
2009,Ca0.67Sr0.33Fe2As2,22
2010,La1.85Sr0.15Cu0.988Zn0.012O4,21.95
2011,Sr1Fe1.75Rh0.25As2,21.9
2012,Ca0.4Nd0.6Ba1La1Cu3O7.19,21.9
2013,Pr0.65Sr0.35Fe1As0.85Sb0.15O1,21.9
2014,Y0.5Pr0.5Ba2Cu3O6.98,21.9
2015,Pr0.65Sr0.35Fe1As0.9Sb0.1O1,21.87
2016,La1.87Ce0.13Cu1O4,21.83333333
2017,Sm1.85Ce0.15Cu1O3.97,21.8
2018,Bi2Sr1.6Pr0.4Cu1O6.313,21.8
2019,La1.884Ba0.116Cu1O4,21.8
2020,Ce1Fe1As0.85P0.15F0.05O0.95,21.75
2021,Sm1Fe0.9Ru0.1As1F0.15O0.85,21.7
2022,Sr0.67K0.33Fe2As2,21.7
2023,Ba1Fe1.844Co0.156As2,21.7
2024,Nd0.85Pr0.15Ba2Cu3O6.75,21.6
2025,La1.782Ba0.218Cu1O4,21.6
2026,Nd1.85Ce0.15Cu1O3.971,21.6
2027,La1Fe1As1F0.075O0.925,21.6
2028,Pr1.91Ce0.09Cu1O4,21.5
2029,Eu1Fe1.5Ru0.5As2,21.5
2030,La1.775Sr0.225Cu1O4,21.5
2031,Y0.65Pr0.35Ba2Cu3O6.6,21.5
2032,Nd1.86Ce0.14Cu1O3.96,21.3
2033,Ba1Fe0.875Ru1.125As2,21.3
2034,Nd1Fe0.7Ru0.3As1F0.11O0.89,21.3
2035,La1Fe1As0.4P0.6F0.1O0.9,21.27
2036,Nd1.85Ce0.15Cu1O4,21.2325
2037,La1Fe1As0.5P0.5F0.05O0.95,21.2
2038,Ca1Fe1.922Co0.078As2,21.2
2039,La1.865Ce0.135Cu1O4,21.2
2040,La1.77Sr0.23Cu1O4,21.15
2041,Na1Fe0.97Co0.03As1,21.13333333
2042,Nd1.85Ce0.15Cu1O4.028,21.1
2043,Ba1Fe1.75Pt0.25As2,21.1
2044,Nd1.85Ce0.15Cu1O4.026,21.1
2045,Ba1Fe1.824Co0.176As2,21.05
2046,Na1Fe0.975Co0.025As1,21.05
2047,La1.87Sr0.13Cu0.9925Zn0.0075O4,21.02
2048,Sm0.8Pr0.2Ba2Cu3O6.65,21
2049,La1.775Sr0.225Cu0.995Ni0.005O4,21
2050,La1.78Sr0.22Cu0.92Ni0.08O4,21
2051,La1Fe1As1H0.44O0.56,21
2052,Nd1.85Y0.15Cu1O4,21
2053,Sr0.2La1.8Cu0.95Ni0.05O4,21
2054,Bi2Sr1.5La0.5Cu1O6.38,21
2055,Sr2Cu1C0.94B0.06O5,21
2056,Sr0.2La1.8Cu0.95Ti0.05O4,21
2057,Ba1Fe1.25Ru0.75As2,21
2058,Ca0.6Na0.4Fe2As2,21
2059,Mg1B1.92F0.08,21
2060,Dy0.9Ca0.1Ba2Cu2.7Zn0.3O6.72,21
2061,Y1Ba2Cu2.95Zn0.05O6.62,21
2062,La1.92K0.08Cu1O4,21
2063,Gd1Ba2Cu2.64Fe0.36O6.99,21
2064,Ru1Sr2Gd0.82Nd0.18Cu2O8,21
2065,Gd0.6Pr0.4Ba2Cu3O7,20.9
2066,Mg1B1.6Be0.4,20.9
2067,La1Fe1P0.6As0.4F0.1O0.9,20.86
2068,Al0.77Ge0.23Nb3,20.75
2069,Nb3Al0.71Ge0.29,20.7
2070,Ba1Fe1.82Co0.18As2,20.7
2071,Ce1Fe1As0.8P0.2F0.05O0.95,20.6
2072,Y1Ba2Cu2.9Ni0.1O6.61,20.5
2073,La1.9Ca0.1Cu1O4,20.5
2074,Ba1Fe1.892Co0.108As2,20.5
2075,Sr0.6La0.4Fe2As2,20.5
2076,Y1Ba2Cu2.9Fe0.1O6.64,20.5
2077,Nb3Al0.76Ge0.24,20.4
2078,Nb3Al0.66Ge0.34,20.4
2079,Ca1Fe1.92Co0.08As2,20.4
2080,Al0.8Ge0.2Nb3,20.375
2081,La1.91Ce0.09Cu1O4,20.35
2082,La1.92Sr0.08Cu1O3.994,20.3
2083,Ga0.4Nb0.6,20.3
2084,La1Fe1As1H0.42O0.58,20.3
2085,Bi1.7Pb0.3Sr1.6La0.4Cu1O6.141,20.2
2086,La1.8Pr0.2Cu1O4.0631,20.2
2087,Al0.75Ge0.25Nb3,20.2
2088,Ga0.32Nb0.68,20.2
2089,Ga0.245Nb0.755,20.2
2090,La1.85Sr0.15Cu0.985Zn0.015O4,20.175
2091,Ba1Fe1.9Ni0.1As2,20.15
2092,Na1Fe0.972Co0.028As1,20.1
2093,Ba1Fe1.8Co0.2As2,20.05
2094,Ba1Fe1.48Ru0.52As2,20.05
2095,Ba1Fe1.904Ni0.096As2,20.05
2096,Y1Ba2Cu2.919Zn0.081O6.75,20
2097,Nb3Al0.93Ge0.07,20
2098,Pr1.85Ce0.15Cu1O3.97,20
2099,Y1Ba2Cu2.79Zn0.21O6.95,20
2100,Y1Ba2Cu2.82Al0.18O7,20
2101,Ba0.9Yb0.1Fe2As2,20
2102,La1.9Ca0.1Cu1O3.967,20
2103,Bi2Sr1.6La0.4Cu1O6.35,20
2104,La1.79Sr0.21Cu0.995Zn0.005O4,20
2105,La1.935K0.065Cu1O4,20
2106,Lu0.5Pr0.5Ba1.7Sr0.3Cu3O6.92,20
2107,Nd1.85Ce0.15Cu1O3.97,20
2108,Bi2Sr1.34La0.66Cu1O6,20
2109,La1.79Sr0.21Cu0.99Zn0.01O4,20
2110,Y1Ba2Cu2.931Zn0.069O6.6,20
2111,La1.805Sr0.195Cu0.99Zn0.01O4,20
2112,Nb3Al0.95Ge0.05,20
2113,La1.85Sr0.15Cu1O3.993,20
2114,Nb3Al0.94Ge0.06,20
2115,Ca1La1Ba1Cu2.91Zn0.09O7,20
2116,La1.9Sr0.1Cu0.95Li0.05O4,20
2117,La1.91Ca0.09Cu1O4,20
2118,Nd1.5Ba1.5Cu3O7.14,20
2119,Ca1.867Na0.133Cu1Cl2O2,20
2120,Ga0.25Nb0.75,20
2121,Y1Ba2Cu2.91Zn0.09O6.7,20
2122,La1.85Sr0.15Cu0.975Ni0.025O4,19.98
2123,Ba0.5K0.5Fe1.8Co0.2As2,19.95
2124,Nb3Al0.92Ge0.08,19.9
2125,La1Nd0.9Ce0.1Cu1O3.974,19.9
2126,La1Fe0.85Zn0.15As1F0.1O0.9,19.9
2127,Ga0.251Nb0.749,19.9
2128,Nb3Al0.7Ge0.3,19.9
2129,La1.85Sr0.15Cu0.991Fe0.009O4,19.85
2130,La1.774Sr0.226Cu1O4,19.8
2131,Nb3Al0.9Be0.1,19.8
2132,La1.8Sr0.2Cu0.983Zn0.017O4,19.8
2133,Y0.9Ca0.1Ba2Cu3O6.03,19.8
2134,Nb3Al0.95Be0.05,19.8
2135,Nb3Al0.9B0.1,19.8
2136,Bi1Pb1Sr1.6La0.4Cu1O6.065,19.8
2137,Sr1Fe1.4Ru0.6As2,19.8
2138,Nb3Al0.96Ge0.04,19.8
2139,Nb3Al0.91Ge0.09,19.8
2140,Ca0.5Na0.5Fe2As2,19.8
2141,Nb3Al0.75Ge0.25,19.8
2142,La1Nd0.89Ce0.11Cu1O3.978,19.8
2143,Nd1.85Ce0.15Cu0.999Ni0.001O4,19.75
2144,Ba1Fe1.3Ru0.7As2,19.7
2145,La1Fe0.8Ru0.2As1F0.11O0.89,19.7
2146,Ca1.84Na0.16Cu1Cl2O2,19.7
2147,Ba0.3K0.7Fe2As2,19.7
2148,Sm1.85Ce0.15Cu1O3.98,19.7
2149,Nb3Al0.6Ge0.4,19.7
2150,La1.9Sr0.1Cu0.995Zn0.005O4,19.645
2151,Nb3Al0.83Ge0.17,19.6
2152,Al0.95Be0.05Nb3,19.6
2153,La1.75Sr0.25Cu1O3.921,19.6
2154,Ba1Fe1.83Co0.17As2,19.6
2155,Nb3Al0.97Ge0.03,19.6
2156,Pr1.85Ce0.15Cu1O3.98,19.53333333
2157,La1.8Ca0.2Cu1O3.917,19.5
2158,La1Fe1As1H0.41O0.59,19.5
2159,La1.762Sr0.238Cu1O4,19.5
2160,Ba1Fe1.9Co0.1As2,19.5
2161,Nd1.85Ce0.15Cu0.998Fe0.002O4,19.5
2162,Mg1B1.4C0.6,19.45
2163,La1.85Sr0.15Cu0.983Zn0.017O4,19.4
2164,Na1Fe0.979Co0.021As1,19.4
2165,Pr1.86Ce0.14Cu1O4,19.35
2166,Ca0.906Nd0.094Fe2As2,19.3
2167,Na1Fe0.981Co0.019As1,19.3
2168,Ce1Fe1As0.9P0.1F0.05O0.95,19.3
2169,Nd1.85Ce0.15Cu1O4.03,19.3
2170,Nb3Al0.98Ge0.02,19.3
2171,La1.78Sr0.22Cu0.9975Zn0.0025O4,19.25
2172,Nb3Al0.927Ga0.073,19.2
2173,Nb3Al0.95Ga0.05,19.2
2174,Ca1Fe1.898Co0.102As2,19.2
2175,La2Cu0.98Zn0.02O4.099,19.2
2176,Ba0.2Na0.8Fe2As2,19.2
2177,Al0.95B0.05Nb3,19.1
2178,Nb3Al0.907Ga0.093,19.1
2179,La1.8Sr0.2Cu0.98Zn0.02O4,19.06666667
2180,La1Fe1As0.6P0.4F0.05O0.95,19.04
2181,Tm1Ba2Cu3O6.41,19
2182,La1.842Ba0.158Cu0.99Ni0.01O4,19
2183,Ba0.788K0.212Fe2As2,19
2184,Ru1Sr2Gd1Cu1.9Li0.1O8,19
2185,Sm1Fe1As0.55P0.45H0.08O0.92,19
2186,Al0.5Ga0.5Nb3,19
2187,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,19
2188,La1.81Sr0.19Cu0.99Zn0.01O4,19
2189,La1.85Sr0.15Cu0.984Zn0.016O4,19
2190,Ba0.66K0.34Fe1.8Co0.2As2,19
2191,Ca1.85Na0.15Cu1Br1Cl1O2,19
2192,Nb3Al0.991Ge0.009,19
2193,Ca1.8Na0.2Cu1Br1Cl1O2,19
2194,Nb3Al0.967Ga0.033,19
2195,La1.85Ca0.15Cu1O3.942,19
2196,Dy0.5Pr0.5Ba2Cu3O6.85,19
2197,Ca1.75Na0.25Cu1Br1Cl1O2,19
2198,Pr1.85Ce0.15Cu0.995Zn0.005O4.065,18.9
2199,Al0.9Ge0.1Nb3,18.9
2200,Y1Ba2Cu2.94Zn0.06O6.65,18.9
2201,Y1Ba1.72La0.28Cu4O8,18.9
2202,La0.92Sr0.08Fe1As1O1,18.9
2203,Ba1Fe1.914Pd0.086As2,18.9
2204,Pr1.85Ce0.15Cu1O4.161,18.85
2205,La1.87Sr0.13Cu0.99Zn0.01O4,18.83
2206,Na1Fe0.98Co0.02As1,18.8
2207,Sm1Fe0.94Ni0.06As1F0.12O0.88,18.8
2208,Nb3Al0.983Ga0.017,18.8
2209,Nb3Al0.5Ga0.5,18.75
2210,Y1Ba2Cu2.94Zn0.06O6.59,18.75
2211,Nb3Al0.67Ga0.33,18.7
2212,Y0.5Pr0.5Ba2Cu3O6.65,18.7
2213,La0.95Y0.05Fe0.995Mn0.005As1F0.11O0.89,18.6
2214,Ba1Fe1.898Co0.102As2,18.6
2215,Ba1Fe1.88Ni0.12As2,18.6
2216,Ba1Fe1.908Ni0.092As2,18.6
2217,Nb3Al0.985Si0.015,18.6
2218,Ga0.25Si0.75V3,18.6
2219,La1.85Sr0.15Cu0.988Co0.012O4,18.6
2220,Nb3Al0.8Ga0.2,18.54
2221,Nb3Al0.9Ga0.1,18.5
2222,Nb3Ga0.5Al0.5,18.5
2223,Nb3Al0.956Si0.044,18.5
2224,Nb3Al0.975Si0.025,18.5
2225,Pr1.85Ce0.15Cu0.99Zn0.01O4.065,18.41
2226,Nb3Al0.935Si0.065,18.4
2227,Nb3Al0.945Si0.055,18.4
2228,Ba0.1Na0.9Fe2As2,18.4
2229,Nb3Al0.964Si0.036,18.4
2230,Nb3Al0.98Se0.02,18.4
2231,Ca1Fe0.85Rh0.15As1F1,18.4
2232,Sr1Fe1.8Co0.2As2,18.365
2233,Nb3Ga0.05Sn0.95,18.3
2234,Nb2.85Ta0.15Sn1,18.3
2235,Nb3Sn0.91Ga0.09,18.3
2236,Nb0.71Sn0.29,18.3
2237,Nb3In0.15Sn0.85,18.3
2238,Sm1Fe0.89Ir0.11As1O1,18.3
2239,Yb0.45Pr0.55Ba2Cu3O6.92,18.3
2240,Nb3Al0.9In0.1,18.3
2241,Pr1.85Ce0.15Cu0.985Zn0.015O4.065,18.28
2242,Nb3Bi0.15Sn0.85,18.28
2243,La1.925Sr0.075Cu1O4,18.26666667
2244,In0.15Nb3Sn0.85,18.26
2245,Nb3Tl0.1Sn0.9,18.25
2246,Bi0.15Nb3Sn0.85,18.23
2247,Nb3Al0.05Sn0.95,18.2
2248,Nb3Pb0.15Sn0.85,18.2
2249,Nb3Sn0.85Tl0.15,18.2
2250,Sm1Fe0.9Zn0.1As1F0.2O0.8,18.2
2251,Ga0.5Si0.5V3,18.2
2252,Ba1Fe1.915Ni0.085As2,18.2
2253,Nb3Sn0.9Ga0.1,18.2
2254,La1.822Ba0.178Cu0.99Ni0.01O4,18.2
2255,Nb0.72Sn0.28,18.2
2256,Nb3As0.05Sn0.95,18.19
2257,Ce1Fe1As0.7P0.3F0.05O0.95,18.15
2258,Nb3Sn0.9In0.1,18.1
2259,Nb2.85Zr0.15Sn1,18.1
2260,Nb3Al0.8In0.2,18.1
2261,Nb3Sn0.9Al0.1,18.1
2262,Nb3Al0.9Zn0.1,18.1
2263,Nd1.85Ce0.15Cu0.996Zn0.004O4,18.1
2264,Nd1.85Ce0.15Cu1O4.034,18.1
2265,Nb3Ga0.67Al0.33,18.1
2266,Nb3Sn0.95Ge0.05,18.1
2267,Nb3Al0.967Se0.033,18.1
2268,Nb2.7Zr0.3Sn1,18.1
2269,Nb3Ga0.65Al0.35,18.1
2270,Al0.9Nb3Sb0.1,18.06
2271,Sm1.85Ce0.15Cu1O4,18.05714286
2272,Pr1.85Ce0.15Cu0.98Zn0.02O4.065,18.01
2273,La1.78Sr0.22Cu0.993Zn0.007O4,18
2274,Sr0.8Eu0.2Fe1.78Co0.22As2,18
2275,La1Fe1As1F0.06O0.94,18
2276,Y0.4Pr0.6Ba1Sr1Cu3O6.92,18
2277,Sr0.81Nd0.19Cu1O2,18
2278,Ba0.698Na0.302Fe2As2,18
2279,Nb3Al0.952Se0.048,18
2280,La1.59Na0.41Cu1O4,18
2281,Ca1.9K0.1Cu1Cl2O2,18
2282,Y1Ba2Cu2.95Zn0.05O6.47,18
2283,Nb3Sn0.96Al0.04,18
2284,Sm1Fe0.94Ir0.06As1O1,18
2285,Mg0.88Ir0.12B2,18
2286,Nb2.985Hf0.015Al1,18
2287,Bi2Sr1.8La0.2Cu1O6.3,18
2288,Nb2.97W0.03Al1,18
2289,Al0.05Nb3Sn0.95,18
2290,Ba0.79K0.21Fe2As2,18
2291,Nb3Sn0.9Ge0.1,18
2292,Ba0.694K0.306Fe1.826Co0.174As2,18
2293,Y0.9Ca0.1Ba2Cu2.55Co0.45O7.02,18
2294,Nd1.85Ce0.15Cu0.995Zn0.005O4,18
2295,La1.77Sr0.23Cu0.995Zn0.005O4,18
2296,Nb3Sn0.94Al0.06,18
2297,Nb2.7Ta0.3Sn1,18
2298,La1.77Sr0.23Cu0.99Ni0.01O4,18
2299,Bi2Sr2Ca0.5Y0.5Cu2O8.36,18
2300,As0.15Nb3Sn0.85,17.98
2301,Al0.215Nb0.785,17.97
2302,Nb3Ge0.1Sn0.9,17.97
2303,Nb2.85Ti0.15Sn1,17.9
2304,Nb3Sn0.98Al0.02,17.9
2305,Nb3Sn0.92Al0.08,17.9
2306,Nb2.55Zr0.45Sn1,17.9
2307,Nb1C0.5N0.5,17.9
2308,Y1Ba1.9La0.1Cu3.93Zn0.07O8,17.8
2309,Nb3Si0.06Sn0.94,17.8
2310,La1Fe1As1H0.21O0.79,17.8
2311,Nb3Al0.94Se0.06,17.8
2312,C0.25N0.75Nb0.85Ti0.15,17.8
2313,Sm1Fe1As0.85P0.15F0.12O0.88,17.8
2314,Nb2.75Sn1Ta0.25,17.8
2315,Ba1Fe1.808Rh0.192As2,17.8
2316,C0.35N0.65Nb1,17.8
2317,Nb3Sn0.8In0.2,17.8
2318,Y1Ba2Cu2.95Fe0.05O6.55,17.8
2319,Nb3Al0.8B0.2,17.8
2320,Nb3Sn0.91Al0.09,17.8
2321,Nb2.75Ta0.25Sn1,17.8
2322,Nb3Sn0.8Ge0.2,17.78333333
2323,La1Fe0.7Ru0.3As1F0.11O0.89,17.75
2324,Nb1C0.3N0.7,17.75
2325,Ca1Fe1.888Co0.112As2,17.75
2326,Nb0.5Sn0.5,17.705
2327,Nb2.34Zr0.66Sn1,17.7
2328,Nb1N0.98O0.02,17.7
2329,Sm1Fe0.8Ru0.2As1F0.15O0.85,17.7
2330,Al0.9Ga0.1Nb3,17.7
2331,Nb2.976Ti0.024Al1,17.7
2332,Nb3Al0.8Zn0.2,17.7
2333,Nb2.934V0.066Sn1,17.7
2334,La1.76Sr0.24Cu1O4,17.7
2335,Nb2.94Ta0.06Al1,17.7
2336,Nb2.1Zr0.9Sn1,17.7
2337,Ca1Fe1.9Co0.1As2,17.7
2338,La1.885Sr0.115Cu0.995Zn0.005O4,17.64
2339,Nb2.9925Zr0.0075Al1,17.6
2340,Mg1B1.736C0.264,17.6
2341,La1Fe0.75Ru0.25As1F0.11O0.89,17.6
2342,Nb3Al0.924Se0.076,17.6
2343,Nb3Al0.9Se0.1,17.6
2344,Nb2.5Sn1Ta0.5,17.6
2345,Nb1C0.2N0.8,17.6
2346,Sr2Y1Ru0.92Cu0.08O6,17.6
2347,Nb2.5Ta0.5Sn1,17.6
2348,Gd1Fe0.8Ir0.2As1O1,17.6
2349,Nb3Al0.81Ge0.19,17.6
2350,Ba1Fe1.906Co0.094As2,17.46428571
2351,Pr1Fe1As0.4P0.6F0.1O0.9,17.4
2352,Nb2.97Zr0.03Al1,17.4
2353,Nb3Sn0.8Ga0.2,17.4
2354,Sm1Fe0.84Ir0.16As1O1,17.3
2355,Nb1C0.5Ni0.5,17.3
2356,Bi1.2Pb0.8Sr1.6La0.4Cu1O6.014,17.3
2357,N0.998Nb1O0.002,17.3
2358,Nd1.85Ce0.15Cu0.998Ni0.002O4,17.3
2359,Nb2.4Ta0.6Sn1,17.3
2360,Nb3Al0.67Zn0.33,17.3
2361,Nb2.859V0.141Al1,17.2
2362,Nb3Al0.62Ge0.38,17.2
2363,Nb1N0.87O0.13,17.2
2364,C0.026N0.974Nb1,17.2
2365,La1.93Sr0.07Cu1O4,17.2
2366,Sr1Fe1.2Ru0.8As2,17.2
2367,Nb2.94W0.06Al1,17.2
2368,Ca1Fe1.87Co0.13As2,17.2
2369,Nb2.85V0.15Sn1,17.1
2370,Ba1Fe1.904Co0.096As2,17.1
2371,Nb3Ga0.85Al0.15,17.1
2372,Ca1Fe1.8Co0.2As2,17.1
2373,Nb3Sb0.1Sn0.9,17.04
2374,La1.83Sr0.17Cu0.98Co0.02O4,17
2375,Ca0.64Na0.36Fe2As2,17
2376,Hf0.33Nb0.67,17
2377,C1.55Th0.3Y0.7,17
2378,Bi2Sr1.6Sm0.4Cu1O6.3,17
2379,Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,17
2380,Gd1Ba1.5Sr0.5Cu3O6.63,17
2381,Nb3Al0.8Be0.2,17
2382,Y1Ba2Cu2.919Zn0.081O6.7,17
2383,La1.9Ba0.1Cu0.99Ni0.01O4,17
2384,Ba1Fe1.93Ni0.07As2,17
2385,Ba0.797K0.203Fe2As2,17
2386,Sm1Fe1As0.55P0.45H0.26O0.74,17
2387,Nb1C0.9N0.1,16.97
2388,Si0.3V0.7,16.95
2389,Y1Ba2Cu2.7Co0.3O6.93,16.9
2390,Al0.25V0.75,16.9
2391,Nb3Sn0.8Al0.2,16.85
2392,Si0.25V0.75,16.83714286
2393,La1Nd0.87Ce0.13Cu1O3.975,16.8
2394,Sr1Fe1.3Ru0.7As2,16.8
2395,Nd0.9Pr0.1Ba2Cu3O6.65,16.8
2396,Nb2.85Ta0.15Al1,16.8
2397,Ca1Fe1.854Co0.146As2,16.8
2398,La1.78Sr0.22Cu0.99Zn0.01O4,16.76666667
2399,Pr1.85Ce0.15Cu1O4.065,16.75
2400,Nb0.89Al0.11N0.84O0.16,16.7
2401,Ba1Fe1.982Mo0.018As2,16.7
2402,Nb2.973Zr0.027Al1,16.6
2403,P0.2Si0.8V3,16.6
2404,Nb3Sn0.5Zr0.5,16.6
2405,V3Si0.99Be0.01,16.6
2406,Nb0.95Mg0.05N0.92O0.08,16.53333333
2407,Nb3Sn0.65Ga0.35,16.5
2408,Pr0.65Sr0.35Fe1As1O1,16.5
2409,Sm1Fe0.875Ir0.125As1O1,16.5
2410,Ba1Fe1.77Co0.23As2,16.5
2411,Nd1.85Ce0.15Cu0.995Fe0.005O4,16.5
2412,Nb2.919Hf0.081Al1,16.5
2413,Nb3Sn0.8Sb0.2,16.5
2414,V2.994La0.006Si1,16.48
2415,La0.006Si1V2.994,16.48
2416,Nb3Sn0.5Ga0.5,16.4
2417,Nb2Sn1Ta1,16.4
2418,Nb2Ta1Sn1,16.4
2419,Nb3Ga0.5Zn0.5,16.4
2420,Nb3Si0.25Sn0.75,16.4
2421,Ba1Fe1.94Pd0.06As2,16.4
2422,Nb3Ga0.5Sn0.5,16.4
2423,V2.979Co0.021Si1,16.4
2424,Nb2.7Ti0.3Sn1,16.4
2425,Nb3Sn0.49Ga0.51,16.4
2426,Sm1.844Ce0.156Cu1O4,16.4
2427,Sr1Fe1.75Pt0.25As2,16.3
2428,Ga0.3Nb0.7,16.3
2429,Ba1Fe1.988Mo0.012As2,16.3
2430,Y0.65Pr0.35Ba2Cu3O6.85,16.3
2431,Nb3Ga0.65Sn0.35,16.3
2432,Na1Fe0.95Co0.05As1,16.3
2433,Bi1Pb1Sr1.5La0.5Cu1O6,16.3
2434,Nb3Ga0.65Zn0.35,16.3
2435,Mn0.03Si1V2.97,16.25
2436,V2.97Mn0.03Si1,16.25
2437,Pr1.85Ce0.15Cu1O4.175,16.25
2438,Pr0.75Sr0.25Fe1As1O1,16.25
2439,Ba1Fe1.78Co0.22As2,16.23
2440,Nb3Ga0.8Sn0.2,16.2
2441,Sr0.54Eu0.46Fe1.78Co0.22As2,16.2
2442,Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2
2443,Nb3Ga0.8Zn0.2,16.2
2444,Nb3Sn0.5Al0.5,16.2
2445,In0.2Si0.8V3,16.2
2446,Lu0.98La0.02Ni2B2C1,16.2
2447,V3Si0.98Al0.02,16.12
2448,Al0.1Si0.9V3,16.1
2449,Nb3Sn0.65Ge0.35,16.1
2450,Nb3Sn0.1Al0.9,16.1
2451,Nb3Ga0.9Sn0.1,16.1
2452,La1Fe0.95Co0.05As1F0.11O0.89,16.1
2453,Nb3Ga0.9Zn0.1,16.1
2454,Nd1.84Ce0.16Cu1O3.96,16.1
2455,Nb3Al0.5Zn0.5,16
2456,La1.985Sr0.015Cu1O4.024,16
2457,Sm1Fe0.85Ir0.15As1O1,16
2458,Mg1B1.84F0.16,16
2459,Ce1Fe1As0.6P0.4F0.05O0.95,16
2460,Nb3Al0.5Sn0.5,16
2461,Nb2.895W0.105Al1,16
2462,Nb2.9175Ti0.0825Al1,16
2463,V2.97Mo0.03Si1,16
2464,Y1Sr1.55Ba0.45Cu2.5B0.5O7,16
2465,Sm1Fe0.94Mn0.06As1F0.12O0.88,16
2466,La1Nd0.86Ce0.14Cu1O3.978,16
2467,La1.89Na0.11Cu1O4,16
2468,Sr0.2La1.8Cu0.95Co0.05O4,16
2469,Pr1.87Ce0.13Cu1O3.99,16
2470,Nb2.1Ta0.9Sn1,16
2471,Sr1Fe1.84Pt0.16As2,16
2472,Nb3Sn0.6Ga0.4,16
2473,Nb3Al0.67In0.33,16
2474,Sm1Fe0.9Co0.1As1O1,15.96666667
2475,V2.94La0.06Si1,15.92
2476,La0.06Si1V2.94,15.92
2477,Nb2.7V0.3Sn1,15.9
2478,La1.8Nd0.2Cu1O4.025,15.9
2479,Sm1Fe0.64Ru0.36As1F0.15O0.85,15.9
2480,Ba1Fe1.922Rh0.078As2,15.9
2481,Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.9
2482,Ba0.76Na0.24Fe2As2,15.9
2483,Ba1Fe1.892Ni0.108As2,15.88
2484,Al0.5Nb3Sn0.5,15.8
2485,Sr1Fe1.8Pt0.2As2,15.8
2486,Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74,15.8
2487,Na1Fe0.9825Co0.0175As1,15.8
2488,Ba1Fe1.902Co0.098As2,15.8
2489,Nd1Fe0.9Rh0.1As1O1,15.8
2490,Nb3Sn0.7Sb0.3,15.8
2491,Nb0.03Si1V2.97,15.8
2492,Nb3Sn0.6Sb0.4,15.8
2493,Mo0.25Tc0.75,15.8
2494,V2.97Nb0.03Si1,15.8
2495,Si0.263V0.737,15.8
2496,Nb3Sn0.7Al0.3,15.775
2497,La1Fe1As0.7P0.3F0.05O0.95,15.75
2498,La1Nd0.91Ce0.09Cu1O3.97,15.7
2499,Sr1Fe1.75Co0.25As2,15.7
2500,Al0.2Si0.8V3,15.7
2501,La1.8Sr0.2Cu0.9777Zn0.0223O4,15.7
2502,Ca1Fe1.82Co0.18As2,15.7
2503,Na1Fe0.977Co0.023As1,15.7
2504,Nd1.85Ce0.15Cu0.997Ni0.003O4,15.65
2505,V3Si0.76Be0.24,15.6
2506,Pd0.7Ag0.3H0.8,15.6
2507,La1.85Sr0.15Cu0.8Mg0.2O4,15.6
2508,Nb2.706V0.294Al1,15.6
